Train Acc,Dev Acc,Test Acc,Train Recall,Dev Recall,Test Recall,Train Precision,Dev Precision,Test Precision,Train F1,Dev F1,Test F1,MinImprov,Method,LernR,Momentum,Decay,Regular.,Hidden,ReportTrain,ReportDev,ReportTest
0.43623,0.43419,0.38844,0.43623,0.43419,0.38844,0.43131,0.41648,0.36997,0.41363,0.41217,0.36392,0.001,nag,0.0001,0.95,l1=0.0001,l1=0.0001,"(80, rect:max)","{'2': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 153}, '10': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 73}, '14': {'f1-score': 0.031496062992125984, 'recall': 0.016, 'precision': 1.0, 'support': 125}, '11': {'f1-score': 0.43679245283018864, 'recall': 0.43043074062596837, 'precision': 0.44334503670603254, 'support': 3227}, '1': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 1}, '13': {'f1-score': 0.2975517890772128, 'recall': 0.2879008746355685, 'precision': 0.3078721745908028, 'support': 1372}, '18': {'f1-score': 0.4480612733365247, 'recall': 0.4134275618374558, 'precision': 0.4890282131661442, 'support': 1132}, '5': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 2}, 'weighted avg': {'f1-score': 0.4136273901938397, 'recall': 0.4362311296199896, 'precision': 0.4313132847328078, 'support': 17289}, 'micro avg': {'f1-score': 0.4362311296199896, 'recall': 0.4362311296199896, 'precision': 0.4362311296199896, 'support': 17289}, '0': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 142}, '19': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 11}, '17': {'f1-score': 0.2154415164123902, 'recall': 0.14436183395291202, 'precision': 0.424408014571949, 'support': 1614}, 'macro avg': {'f1-score': 0.158450857983451, 'recall': 0.15840782353215152, 'precision': 0.2674792590397951, 'support': 17289}, '7': {'f1-score': 0.35784576847378785, 'recall': 0.4022526146419952, 'precision': 0.3222687721559781, 'support': 2486}, '4': {'f1-score': 0.6092360441444338, 'recall': 0.6878780546818292, 'precision': 0.5467307692307692, 'support': 4133}, '15': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 1}, '3': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 1}, '6': {'f1-score': 0.45482483097725873, 'recall': 0.5390966488586693, 'precision': 0.3933380581148122, 'support': 2059}, '9': {'f1-score': 0.010309278350515464, 'recall': 0.0051813471502590676, 'precision': 1.0, 'support': 193}, '16': {'f1-score': 0.3074581430745814, 'recall': 0.24162679425837322, 'precision': 0.4225941422594142, 'support': 418}, '8': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 145}, '12': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 1}}","{'2': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 8}, '17': {'f1-score': 0.1320754716981132, 'recall': 0.08536585365853659, 'precision': 0.2916666666666667, 'support': 82}, '10': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 6}, '14': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 3}, '11': {'f1-score': 0.44852941176470584, 'recall': 0.5083333333333333, 'precision': 0.40131578947368424, 'support': 120}, 'macro avg': {'f1-score': 0.20585525392835216, 'recall': 0.2091469187924843, 'precision': 0.22321866621840694, 'support': 737}, '13': {'f1-score': 0.19780219780219782, 'recall': 0.1836734693877551, 'precision': 0.21428571428571427, 'support': 49}, '7': {'f1-score': 0.39183673469387753, 'recall': 0.4752475247524752, 'precision': 0.3333333333333333, 'support': 101}, '18': {'f1-score': 0.4210526315789473, 'recall': 0.3404255319148936, 'precision': 0.5517241379310345, 'support': 47}, 'weighted avg': {'f1-score': 0.4121687727654312, 'recall': 0.43419267299864317, 'precision': 0.4164827646462124, 'support': 737}, '6': {'f1-score': 0.4044943820224719, 'recall': 0.4931506849315068, 'precision': 0.34285714285714286, 'support': 73}, '9': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 5}, '0': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 2}, '16': {'f1-score': 0.2631578947368421, 'recall': 0.2, 'precision': 0.38461538461538464, 'support': 25}, '8': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 1}, '4': {'f1-score': 0.6230248306997742, 'recall': 0.641860465116279, 'precision': 0.6052631578947368, 'support': 215}, 'micro avg': {'f1-score': 0.43419267299864317, 'recall': 0.43419267299864317, 'precision': 0.43419267299864317, 'support': 737}}","{'2': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 5}, '17': {'f1-score': 0.20809248554913296, 'recall': 0.14173228346456693, 'precision': 0.391304347826087, 'support': 127}, '10': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 3}, '14': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 5}, '11': {'f1-score': 0.27611940298507465, 'recall': 0.2624113475177305, 'precision': 0.29133858267716534, 'support': 141}, 'macro avg': {'f1-score': 0.20853495207850348, 'recall': 0.22014243396765715, 'precision': 0.2143149385754909, 'support': 986}, '13': {'f1-score': 0.24561403508771928, 'recall': 0.23595505617977527, 'precision': 0.25609756097560976, 'support': 89}, '7': {'f1-score': 0.33522727272727276, 'recall': 0.3105263157894737, 'precision': 0.36419753086419754, 'support': 190}, '18': {'f1-score': 0.5263157894736842, 'recall': 0.5072463768115942, 'precision': 0.546875, 'support': 69}, 'weighted avg': {'f1-score': 0.36392384195294675, 'recall': 0.38843813387423937, 'precision': 0.3699671838275248, 'support': 986}, '6': {'f1-score': 0.4336569579288026, 'recall': 0.5929203539823009, 'precision': 0.34183673469387754, 'support': 113}, '9': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 5}, '0': {'f1-score': 0.0, 'recall': 0.0, 'precision': 0.0, 'support': 15}, '16': {'f1-score': 0.125, 'recall': 0.14285714285714285, 'precision': 0.1111111111111111, 'support': 7}, '4': {'f1-score': 0.5609284332688588, 'recall': 0.6682027649769585, 'precision': 0.48333333333333334, 'support': 217}, 'micro avg': {'f1-score': 0.38843813387423937, 'recall': 0.38843813387423937, 'precision': 0.38843813387423937, 'support': 986}}"
